,n steps,ACC,ROC AUC,PR AUC,eps
33,33,0.5449242424242424,0.5305333223028824,0.5096215712492791,0.1778279410038923
34,34,0.5443939393939394,0.5299952431180326,0.5090421638507384,0.1778279410038923
35,35,0.545,0.5305922662750857,0.5098091571452228,0.1778279410038923
36,36,0.5447727272727273,0.530372001957905,0.5094990277983753,0.1778279410038923
37,37,0.5446212121212122,0.530220333257499,0.5093212795649438,0.1778279410038923
38,38,0.5443181818181818,0.5299169958566868,0.5089673148552362,0.1778279410038923
39,39,0.5445454545454546,0.5301372601738675,0.5092737114856718,0.1778279410038923
40,40,0.5442424242424242,0.5298435744176266,0.5088658480015089,0.1778279410038923
41,41,0.5443181818181818,0.5299025183898299,0.5090485621699511,0.1778279410038923
42,42,0.5440909090909091,0.529672602428078,0.5087964888038099,0.1778279410038923
43,43,0.5441666666666667,0.5297508496894239,0.5088714019092003,0.1778279410038923
44,44,0.5440151515151516,0.5296088326335892,0.5086416579291916,0.1778279410038923
45,45,0.5440909090909091,0.529672602428078,0.5087964888038099,0.1778279410038923
